(BH_Max),Anisotropy Constant K1,Anisotropy Constant K2,Anisotropy_Energy,Anisotropy_Field,Coercivity,Crystal_Structure,Curie(TC),Curie_Weiss,DOI,Experimental,Intrinsic Coercivity,Lattice_Parameter,Lattice_Structure,Magnet_type,Magnetic_type,Material_Density,Material_Name,Material_Type,Neel(TN),Remanence_Magnetization,Saturation_Magnetization,Space_Group,Substrate,Thickness
,"{'Value': '4.5', 'Units': 'MJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '2570', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.jmmm.2017.12.002,false,,,,Hard,Ferromagnetic,,Nd-Fe-B,Bulk,,"{'Value': '1.45', 'Units': 'T', 'Temperature': 'NA'}","{'Value': '1.61', 'Units': 'T', 'Temperature': 'NA'}",,,
,"{'Value': '4.5', 'Units': 'MJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '2800', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.jmmm.2017.12.002,false,,,,Hard,Ferromagnetic,,"(Nd,Dy)-Fe-B",Bulk,,"{'Value': '1.37', 'Units': 'T', 'Temperature': 'NA'}","{'Value': '1.34', 'Units': 'T', 'Temperature': 'NA'}",,,
,"{'Value': '2.19', 'Units': '10^4 erg/cc', 'Type': 'NA', 'Temperature': '80 K'}",,,,"{'Value': '73.19', 'Units': 'gauss', 'Temperature': '80 K'}",Cubic Spinel,,,10.1016/j.jmmm.2017.12.006,true,,"{'a': '8.344', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,,Ni0.25Cu0.30Zn0.45Fe2O4,Bulk,,"{'Value': '15.48', 'Units': 'emu/gm', 'Temperature': '80 K'}","{'Value': '43.6', 'Units': 'emu/gm', 'Temperature': '80 K'}",Fd3m,,
,"{'Value': '5.90', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '17.19', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '2244.3', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8781', 'b': 'NA', 'c': '22.9878'}",,Hard,Ferromagnetic,5.157 g/cm^3,Sr0.5Ca0.2La0.3Fe12.0O19,Bulk,,"{'Value': '34.974', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '66.753', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '5.70', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '16.47', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '1763.8', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8817', 'b': 'NA', 'c': '23.0072'}",,Hard,Ferromagnetic,5.161 g/cm^3,Sr0.5Ca0.2La0.3Fe11.8(SnMg)0.1O19,Bulk,,"{'Value': '33.553', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '67.050', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '5.63', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '16.15', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '1152.0', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8849', 'b': 'NA', 'c': '23.0235'}",,Hard,Ferromagnetic,5.167 g/cm^3,Sr0.5Ca0.2La0.3Fe11.6(SnMg)0.2O19,Bulk,,"{'Value': '30.832', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '66.769', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '4.98', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '14.39', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '809.9', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8878', 'b': 'NA', 'c': '23.0371'}",,Hard,Ferromagnetic,5.174 g/cm^3,Sr0.5Ca0.2La0.3Fe11.4(SnMg)0.3O19,Bulk,,"{'Value': '24.901', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '66.727', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '4.14', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '12.14', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '530.8', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8896', 'b': 'NA', 'c': '23.0535'}",,Hard,Ferromagnetic,5.182 g/cm^3,Sr0.5Ca0.2La0.3Fe11.2(SnMg)0.4O19,Bulk,,"{'Value': '18.834', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '66.485', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '0.99', 'Units': '×10^5 emu/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,"{'Value': '3.04', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '328.4', 'Units': 'Oe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.jmmm.2017.12.047,true,,"{'a': '5.8908', 'b': 'NA', 'c': '23.0679'}",,Hard,Ferromagnetic,5.192 g/cm^3,Sr0.5Ca0.2La0.3Fe11.0(SnMg)0.5O19,Bulk,,"{'Value': '13.828', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '63.803', 'Units': 'emu/g', 'Temperature': 'NA'}",P63/mmc,,
,"{'Value': '3425', 'Units': 'emu.Oe/g', 'Type': 'NA', 'Temperature': '300 K'}",,,,"{'Value': '203', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic Spinel,718 K,,10.1016/j.jmmm.2017.12.053,true,,"{'a': '8.373', 'b': '8.373', 'c': '8.373'}",Spinel,Soft,Ferromagnetic,,Graphene Oxide-doped Magnesium Ferrite,Bulk,,"{'Value': '1.98', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '16.18', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': '222.9', 'Units': 'kJ/m^3', 'Temperature': '300 K'}",,,,,"{'Value': '2228.8', 'Units': 'kA/m', 'Temperature': '300 K'}",Hexagonal and Rhombohedral,,,10.1016/j.jmmm.2017.12.058,true,,"{'a': '0.8584', 'b': 'NA', 'c': '1.2853'}",,Hard,Ferromagnetic,,Type-A Magnet,Bulk,,"{'Value': '1.08', 'Units': 'T', 'Temperature': '300 K'}",,,,
"{'Value': '98.7', 'Units': 'kJ/m^3', 'Temperature': '773 K'}",,,,,"{'Value': '501.5', 'Units': 'kA/m', 'Temperature': '773 K'}",Hexagonal and Rhombohedral,,,10.1016/j.jmmm.2017.12.058,true,,"{'a': '0.8507', 'b': 'NA', 'c': '1.2637'}",,Hard,Ferromagnetic,,Type-B Magnet,Bulk,,"{'Value': '0.963', 'Units': 'T', 'Temperature': '300 K'}",,,,
"{'Value': '53.1', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '2.66', 'Units': 'MA/m', 'Temperature': '23 °C'}",,,,10.1016/j.jmmm.2017.12.059,true,,,,Hard,Ferromagnetic,,Zn-bonded Sm-Fe-N,Bulk,,"{'Value': '0.54', 'Units': 'T', 'Temperature': 'NA'}",,,,
"{'Value': '56.1', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '2.41', 'Units': 'MA/m', 'Temperature': '23 °C'}",,,,10.1016/j.jmmm.2017.12.059,true,,,,Hard,Ferromagnetic,,Zn-bonded Sm-Fe-N,Bulk,,"{'Value': '0.57', 'Units': 'T', 'Temperature': 'NA'}",,,,
"{'Value': '261.41', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '1114.08', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.jmmm.2017.12.094,true,,,,Hard,Ferromagnetic,,RE2Fe14B,Bulk,,"{'Value': '12.53', 'Units': 'kGs', 'Temperature': 'NA'}","{'Value': '13.31', 'Units': 'kGs', 'Temperature': 'NA'}",,,
,,,,,,Tetragonal,,,10.1016/j.jmmm.2018.01.006,false,,"{'a': '7.86', 'b': '5.03', 'c': 'NA'}",Orthorhombic at low temperature,Soft,Antiferromagnetic,,Ca2CoSi2O7,Bulk,,,"{'Value': '2.7', 'Units': 'μB', 'Temperature': 'NA'}","P4̄21m at high temperature, P21212 at low temperature",,
"{'Value': '171.1', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,,Hexagonal,,,10.1016/j.jmmm.2018.01.064,true,,,,Hard,Ferromagnetic,8.33 g/cm^3,SmCo5,Bulk,,"{'Value': '0.94', 'Units': 'T', 'Temperature': 'NA'}",,,,
,,,,,"{'Value': '10.8', 'Units': 'kOe', 'Temperature': 'NA'}",TbCu7-type,,,10.1016/j.jmmm.2018.01.071,true,,"{'a': '4.902', 'b': 'NA', 'c': '4.188'}",,Hard,Ferromagnetic,,Sm-Zr-Fe-Co-N,Bulk,,,,,,
,,,,"{'Value': '62', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}",,Hexagonal,,,10.1016/j.jmmm.2018.01.092,true,,,,Hard,Ferromagnetic,,SmFe8.5,Bulk,,,,P6/mmm,,
"{'Value': 'N/A', 'Units': '', 'Temperature': ''}","{'Value': '321.63', 'Units': 'erg/cm^3', 'Type': 'Cubic', 'Temperature': '300 K'}",,,,"{'Value': '8.76', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic,,,10.1016/j.jmmm.2018.02.017,true,,"{'a': '12.405', 'b': 'N/A', 'c': 'N/A'}",Garnet,Soft,Superparamagnetic,5.159 g/cm^3,Y3−xSrxFe5−xZrxO12,Bulk,,"{'Value': '0.34', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '26.14', 'Units': 'emu/g', 'Temperature': '300 K'}",Ia-3d,,
"{'Value': 'N/A', 'Units': '', 'Temperature': ''}","{'Value': '217.42', 'Units': 'erg/cm^3', 'Type': 'Cubic', 'Temperature': '300 K'}",,,,"{'Value': '8.68', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic,,,10.1016/j.jmmm.2018.02.017,true,,"{'a': '12.420', 'b': 'N/A', 'c': 'N/A'}",Garnet,Soft,Superparamagnetic,5.164 g/cm^3,Y3−xSrxFe5−xZrxO12,Bulk,,"{'Value': '0.21', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '16.35', 'Units': 'emu/g', 'Temperature': '300 K'}",Ia-3d,,
,,,,,"{'Value': '552', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel cubic,,,10.1016/j.jmmm.2018.02.019,true,,"{'a': '8.394', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.25 g/cm^3,Cr0,Bulk,,"{'Value': '73', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '92', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '564', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel cubic,,,10.1016/j.jmmm.2018.02.019,true,,"{'a': '8.391', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.23 g/cm^3,Cr5,Bulk,,"{'Value': '64', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '80', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '915', 'Units': 'Oe', 'Temperature': '5 K'}",Spinel cubic,,,10.1016/j.jmmm.2018.02.019,true,,"{'a': '8.383', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.18 g/cm^3,Cr15,Bulk,,"{'Value': '72', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '88', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '589', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel cubic,,,10.1016/j.jmmm.2018.02.019,true,,"{'a': '8.382', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.12 g/cm^3,Cr25,Bulk,,"{'Value': '71', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '87', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '786', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8379', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.92Zn0.08Fe2O4,Bulk,,,"{'Value': '21.8', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '601', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8390', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.84Zn0.16Fe2O4,Bulk,,,"{'Value': '27.6', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '402', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8391', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.76Zn0.24Fe2O4,Bulk,,,"{'Value': '41.8', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '318', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8396', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.68Zn0.32Fe2O4,Bulk,,,"{'Value': '33.6', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '212', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8401', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.56Zn0.40Fe2O4,Bulk,,,"{'Value': '24.4', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '221', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8393', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.52Zn0.48Fe2O4,Bulk,,,"{'Value': '52.0', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '175', 'Units': 'Oe', 'Temperature': '300 K'}",Cubic spinel,,,10.1016/j.jmmm.2018.02.072,true,,"{'a': '0.8398', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co0.44Zn0.56Fe2O4,Bulk,,,"{'Value': '22.3', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
"{'Value': '40.51', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,"{'Value': '64.10', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '10.13', 'Units': 'kOe', 'Temperature': 'NA'}",,571.37 K,,10.1016/j.jmmm.2018.02.081,true,,,,Hard,Ferromagnetic,,Sample AC2,Bulk,,"{'Value': '13.21', 'Units': 'kG', 'Temperature': 'NA'}","{'Value': '139.22', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
"{'Value': '34.79', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,"{'Value': '67.15', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '12.19', 'Units': 'kOe', 'Temperature': 'NA'}",,547.76 K,,10.1016/j.jmmm.2018.02.081,true,,,,Hard,Ferromagnetic,,Sample BN2,Bulk,,"{'Value': '12.46', 'Units': 'kG', 'Temperature': 'NA'}","{'Value': '138.02', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
"{'Value': '35.43', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,"{'Value': '66.97', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '11.83', 'Units': 'kOe', 'Temperature': 'NA'}",,556.27 K,,10.1016/j.jmmm.2018.02.081,true,,,,Hard,Ferromagnetic,,Sample C,Bulk,,"{'Value': '12.57', 'Units': 'kG', 'Temperature': 'NA'}","{'Value': '138.39', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
"{'Value': '15.007', 'Units': 'MGOe', 'Temperature': 'Room Temperature'}",,,,,"{'Value': '7.4', 'Units': 'kOe', 'Temperature': 'Room Temperature'}",,,,10.1016/j.jmmm.2018.02.082,true,,,,Hard,Ferromagnetic,,Nd-Fe-B,Bulk,,"{'Value': '9.301', 'Units': 'kG', 'Temperature': 'Room Temperature'}",,,,
"{'Value': '7.645', 'Units': 'MGOe', 'Temperature': 'Room Temperature'}",,,,,"{'Value': '23.14', 'Units': 'kOe', 'Temperature': 'Room Temperature'}",,,,10.1016/j.jmmm.2018.02.082,true,,,,Hard,Ferromagnetic,,Nd-Fe-B with 30% NdCuAl,Bulk,,"{'Value': '5.851', 'Units': 'kG', 'Temperature': 'Room Temperature'}",,,,
,"{'Value': '3.54', 'Units': 'NA', 'Type': 'Uniaxial', 'Temperature': 'Room Temperature'}",,,,"{'Value': '4.42', 'Units': 'kOe', 'Temperature': 'Room Temperature'}",Hexagonal,723 K,,10.1016/j.jmmm.2018.02.093,true,,"{'a': '5.89896', 'b': '5.89896', 'c': '23.21151'}",Magnetoplumbite,Hard,Ferromagnetic,,Barium Hexaferrite,Bulk,,"{'Value': '32.13', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '53.0', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",P63/mmc,,
,"{'Value': '4.65', 'Units': 'NA', 'Type': 'Uniaxial', 'Temperature': 'Room Temperature'}",,,,"{'Value': '0.874', 'Units': 'kOe', 'Temperature': 'Room Temperature'}",Hexagonal,723 K,,10.1016/j.jmmm.2018.02.093,true,,"{'a': '5.89366', 'b': '5.89366', 'c': '23.20797'}",Magnetoplumbite,Hard,Ferromagnetic,,Calcium Substituted Barium Hexaferrite,Bulk,,"{'Value': '20.00', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '59.5', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",P63/mmc,,
,,,,,"{'Value': '5.01', 'Units': 'T', 'Temperature': '300 K'}",CeCo4B-type,,,10.1016/j.jmmm.2018.03.007,true,,,Hexagonal,Hard,Ferromagnetic,,SmCo2.94FeCu0.06B,Bulk,,"{'Value': '0.262', 'Units': 'T', 'Temperature': '300 K'}","{'Value': '0.297', 'Units': 'T', 'Temperature': '300 K'}",P6/mmm,,
,"{'Value': '2.45e5', 'Units': 'J/m^3', 'Type': 'Uniaxial', 'Temperature': 'NA'}",,,,,10 M,,,10.1016/j.jmmm.2018.03.014,true,,,,Soft,Ferromagnetic,,Ni-Mn-Ga,Bulk,,,"{'Value': '0.61', 'Units': 'Tesla', 'Temperature': 'NA'}",,,
,"{'Value': '1.12', 'Units': '10^6 ergs/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '125', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel,,,10.1016/j.jmmm.2018.03.024,true,,"{'a': '8.378', 'b': '8.378', 'c': '8.378'}",Cubic,Soft,Ferromagnetic,,CoFe2O4,Bulk,,,"{'Value': '15', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,"{'Value': '2.61', 'Units': '10^6 ergs/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '65', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel,,,10.1016/j.jmmm.2018.03.024,true,,"{'a': '8.353', 'b': '8.353', 'c': '8.353'}",Cubic,Soft,Ferromagnetic,,CoLa0.2Fe1.8O4,Bulk,,,"{'Value': '40', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,"{'Value': '0.94', 'Units': '10^6 ergs/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '475', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel,,,10.1016/j.jmmm.2018.03.024,true,,"{'a': '8.311', 'b': '8.311', 'c': '8.311'}",Cubic,Soft,Ferromagnetic,,CoLa0.5Fe1.5O4,Bulk,,,"{'Value': '20', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,,Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe25_7,Bulk,,,"{'Value': '65.8', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,,Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe25_9,Bulk,,,"{'Value': '72.8', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '0.7', 'Units': 'Tesla', 'Temperature': 'NA'}",Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe33_9,Bulk,,,"{'Value': '67.8', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '0.7', 'Units': 'Tesla', 'Temperature': 'NA'}",Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe33_11,Bulk,,,"{'Value': '72.5', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '0.9', 'Units': 'Tesla', 'Temperature': 'NA'}",Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe33_13,Bulk,,,"{'Value': '76.2', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '1.2', 'Units': 'Tesla', 'Temperature': 'NA'}",Spinel,,,10.1016/j.jmmm.2018.03.041,true,,,Face centered cubic,Soft,Ferrimagnetic,,CoFe33_21,Bulk,,,"{'Value': '76.1', 'Units': 'A·m²/kg', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '9602.2', 'Units': 'A/m', 'Temperature': '300 K'}",Spinel,,,10.1016/j.jmmm.2018.03.048,true,,"{'a': '8.3959', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,,Ni0.3Zn0.4Co0.3Fe2O4,Bulk,,,"{'Value': '84', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '864.5', 'Units': 'Oe', 'Temperature': '300 K'}",Spinel,,,10.1016/j.jmmm.2018.03.048,true,,"{'a': '8.3601', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,,Ni0.4Zn0.4Co0.2Fe2O4,Bulk,,,"{'Value': '72.7', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd-3m,,
,,,,,"{'Value': '0.66', 'Units': 'A/m', 'Temperature': 'Room Temperature'}",,,,10.1016/j.jmmm.2018.03.051,true,,,,Soft,Ferromagnetic,,FeCuNbSiB,Bulk,,,,,,
,"{'Value': '1.51e7', 'Units': 'erg/cm^3', 'Type': 'uniaxial', 'Temperature': '25 °C'}",,,,,,,,10.1016/j.jmmm.2018.03.058,true,,,,Hard,Ferromagnetic,7.56 g/cm^3,Ce2Fe14-xCoxB,Bulk,,,"{'Value': '1059.3', 'Units': 'emu/cm^3', 'Temperature': '25 °C'}",,,
,,,,,,,,,10.1016/j.jmmm.2018.03.058,true,,,,Hard,Ferromagnetic,7.56 g/cm^3,Ce2Fe12.98-yCo1.02Ni0.17B,Bulk,,,"{'Value': '967.7', 'Units': 'emu/cm^3', 'Temperature': '25 °C'}",,,
,,,,,,,,,10.1016/j.jmmm.2018.03.058,true,,,,Hard,Ferromagnetic,7.56 g/cm^3,Ce2Fe12.98-zCo1.02Cu0.136B,Bulk,,,"{'Value': '1010.1', 'Units': 'emu/cm^3', 'Temperature': '25 °C'}",,,
"{'Value': 'N/A', 'Units': 'MGOe', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '52.37', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Cubic,N/A K,,10.1016/j.jmmm.2018.03.069,true,"{'Value': 'N/A', 'Units': 'Oe'}","{'a': '8.5078', 'b': 'N/A', 'c': 'N/A'}",Face-centered cubic,Soft,Ferrimagnetic,,Ce-doped NiZn Ferrite,Bulk,,"{'Value': '91.78', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '118.23', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fm-3m,,
"{'Value': 'N/A', 'Units': 'MGOe', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '113.51', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Cubic,N/A K,,10.1016/j.jmmm.2018.03.069,true,"{'Value': 'N/A', 'Units': 'Oe'}","{'a': '8.4497', 'b': 'N/A', 'c': 'N/A'}",Face-centered cubic,Soft,Ferrimagnetic,,Ce-doped NiZn Ferrite,Bulk,,"{'Value': '84.62', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '94.52', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fm-3m,,
"{'Value': 'N/A', 'Units': 'MGOe', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg/cm^3', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'erg', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '132.65', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Cubic,N/A K,,10.1016/j.jmmm.2018.03.069,true,"{'Value': 'N/A', 'Units': 'Oe'}","{'a': '8.4278', 'b': 'N/A', 'c': 'N/A'}",Face-centered cubic,Soft,Ferrimagnetic,,Ce-doped NiZn Ferrite,Bulk,,"{'Value': '44.11', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '60.42', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fm-3m,,
